user_id	item_id	timestamp
1027	17	2011-10-11 07:00:00+00:00
12987	9	2011-10-11 07:00:00+00:00
15885	10	2011-10-11 07:00:00+00:00
5869	15	2011-10-12 07:00:00+00:00
6722	15	2011-10-12 07:00:00+00:00
2572	10	2011-10-12 07:00:00+00:00
1793	3	2011-10-12 07:00:00+00:00
3049	17	2011-10-12 07:00:00+00:00
2023	17	2011-10-12 07:00:00+00:00
1880	15	2011-10-12 07:00:00+00:00
264	4	2011-10-13 07:00:00+00:00
2425	16	2011-10-13 07:00:00+00:00
13943	21	2011-10-13 07:00:00+00:00
270	17	2011-10-13 07:00:00+00:00
25333	16	2011-10-13 07:00:00+00:00
19844	15	2011-10-13 07:00:00+00:00
5401	15	2011-10-13 07:00:00+00:00
1444	8	2011-10-13 07:00:00+00:00
2094	1	2011-10-13 07:00:00+00:00
5090	9	2011-10-13 07:00:00+00:00
34095	1	2011-10-13 07:00:00+00:00
18043	3	2011-10-13 07:00:00+00:00
18043	15	2011-10-13 07:00:00+00:00
3827	11	2011-10-14 07:00:00+00:00
909	15	2011-10-14 07:00:00+00:00
2645	17	2011-10-14 07:00:00+00:00
4363	5	2011-10-14 07:00:00+00:00
1470	16	2011-10-14 07:00:00+00:00
32583	5	2011-10-14 07:00:00+00:00
1547	17	2011-10-15 07:00:00+00:00
662	11	2011-10-15 07:00:00+00:00
22214	21	2011-10-15 07:00:00+00:00
19395	10	2011-10-15 07:00:00+00:00
4874	1	2011-10-15 07:00:00+00:00
5429	9	2011-10-15 07:00:00+00:00
11472	9	2011-10-16 07:00:00+00:00
2252	6	2011-10-16 07:00:00+00:00
2343	17	2011-10-16 07:00:00+00:00
12479	3	2011-10-16 07:00:00+00:00
37056	5	2011-10-16 07:00:00+00:00
2647	10	2011-10-16 07:00:00+00:00
4207	10	2011-10-16 07:00:00+00:00
22382	11	2011-10-17 07:00:00+00:00
33069	11	2011-10-17 07:00:00+00:00
9724	10	2011-10-17 07:00:00+00:00
18424	21	2011-10-17 07:00:00+00:00
2836	11	2011-10-17 07:00:00+00:00
19661	15	2011-10-17 07:00:00+00:00
2480	15	2011-10-17 07:00:00+00:00
4886	15	2011-10-18 07:00:00+00:00
2163	10	2011-10-18 07:00:00+00:00
17621	4	2011-10-18 07:00:00+00:00
3355	11	2011-10-18 07:00:00+00:00
9494	10	2011-10-18 07:00:00+00:00
1567	9	2011-10-19 07:00:00+00:00
32664	16	2011-10-19 07:00:00+00:00
2202	16	2011-10-19 07:00:00+00:00
170	4	2011-10-19 07:00:00+00:00
3968	17	2011-10-19 07:00:00+00:00
5510	1	2011-10-20 07:00:00+00:00
8253	17	2011-10-20 07:00:00+00:00
24631	15	2011-10-20 07:00:00+00:00
